name;productUrl;imageUrls/0;imageUrls/1;price;main cat;sub cat;color prop;size;gender;Brand;Store
Geripptes Top;http://www.hm.com/de/product/51206?article=51206-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0392599 003 33 3900.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6VS_0181_023R.jpg]&set=key[rotate],value[0.2]&set=key[width],value[3169]&set=key[height],value[3705]&set=key[x],value[999]&set=key[y],value[479]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;Tops;grün;l;women;H&M;H&M
Langarmhemd mit Stretch;http://www.hm.com/de/product/48995?article=48995-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0392938 001 96 1086.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/7AR_0383_012R.jpg]&set=key[rotate],value[0]&set=key[width],value[3647]&set=key[height],value[4264]&set=key[x],value[704]&set=key[y],value[167]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];29,99;fashion;Hemden;weiss;l;men;H&M;H&M
Langarmhemd mit Stretch;http://www.hm.com/de/product/48995?article=48995-D;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0392938 003 87 4370.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/7AR_0382_015R.jpg]&set=key[rotate],value[0]&set=key[width],value[3728]&set=key[height],value[4359]&set=key[x],value[697]&set=key[y],value[273]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];29,99;fashion;Hemden;blau;l;men;H&M;H&M
Stricktop;http://www.hm.com/de/product/46974?article=46974-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0393056 003 67 3367.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/7AR_0342_021R.jpg]&set=key[rotate],value[0]&set=key[width],value[3281]&set=key[height],value[3836]&set=key[x],value[888]&set=key[y],value[346]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Tops;schwarz;l;women;H&M;H&M
3er-Pack Boxershorts;http://www.hm.com/de/product/48660?article=48660-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0393556 001 00 4747.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6VS_0286_002R.jpg]&set=key[rotate],value[-0.45]&set=key[width],value[4049]&set=key[height],value[4735]&set=key[x],value[627]&set=key[y],value[166]&set=key[type],value[FASHION_FRONT]&set=key[hmver],value[0]&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Unterwäsche;rot;l;men;H&M;H&M
Espadrilles;http://www.hm.com/de/product/46078?article=46078-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0393559 001 60 4510.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;14,99;schuhe;Sandalen & Espadrilles;weiss;40;men;H&M;H&M
Espadrilles;http://www.hm.com/de/product/46078?article=46078-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0393559 002 30 4105.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;14,99;schuhe;Sandalen & Espadrilles;blau;40;men;H&M;H&M
Espadrilles;http://www.hm.com/de/product/46078?article=46078-C;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0393559 003 00 4454.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;14,99;schuhe;Sandalen & Espadrilles;rot;40;men;H&M;H&M
Chinoshorts;http://www.hm.com/de/product/48679?article=48679-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0393698 001 66 5173.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;fashion;Shorts;schwarz;28;men;H&M;H&M
Gemustertes Baumwollhemd;http://www.hm.com/de/product/49442?article=49442-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0393699 003 28 1197.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6VS_0272_025R.jpg]&set=key[rotate],value[-0.45]&set=key[width],value[3857]&set=key[height],value[4510]&set=key[x],value[642]&set=key[y],value[123]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Hemden;blau;l;men;H&M;H&M
Sonnenbrille;http://www.hm.com/de/product/47398?article=47398-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0394292 002 40 3218.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;7,99;Accessories;Sonnenbrillen;schwarz;;men;H&M;H&M
Hemd aus Premium Cotton;http://www.hm.com/de/product/48206?article=48206-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0394522 001 14 3787.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/7AR_0381_016R.jpg]&set=key[rotate],value[-0.05]&set=key[width],value[3692]&set=key[height],value[4317]&set=key[x],value[731]&set=key[y],value[131]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];29,99;fashion;Hemden;weiss;l;men;H&M;H&M
Hemd aus Premium Cotton;http://www.hm.com/de/product/48203?article=48203-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0394527 001 97 1595.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/7AR_0380_011R.jpg]&set=key[rotate],value[-0.1]&set=key[width],value[3645]&set=key[height],value[4262]&set=key[x],value[710]&set=key[y],value[213]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];29,99;fashion;Hemden;weiss;l;men;H&M;H&M
Pikeeshirt;http://www.hm.com/de/product/49355?article=49355-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0394646 002 12 4207.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6VS_0152_001R.jpg]&set=key[rotate],value[0.05]&set=key[width],value[3677]&set=key[height],value[4299]&set=key[x],value[737]&set=key[y],value[312]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;blau;l;men;H&M;H&M
Pikeeshirt;http://www.hm.com/de/product/49355?article=49355-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0394646 004 48 5899.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/7BQ_0572_004R.jpg]&set=key[rotate],value[-0.4]&set=key[width],value[3874]&set=key[height],value[4530]&set=key[x],value[740]&set=key[y],value[297]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;grün;l;men;H&M;H&M
Pikeeshirt;http://www.hm.com/de/product/49355?article=49355-D;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0394646 006 12 4208.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6VS_0153_006R.jpg]&set=key[rotate],value[0]&set=key[width],value[3538]&set=key[height],value[4137]&set=key[x],value[801]&set=key[y],value[355]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;blau;l;men;H&M;H&M
T-Shirt mit Druck;http://www.hm.com/de/product/49330?article=49330-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0394674 002 05 4380.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6VS_0157_001R.jpg]&set=key[rotate],value[-0.7]&set=key[width],value[3498]&set=key[height],value[4090]&set=key[x],value[875]&set=key[y],value[320]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;grün;l;men;H&M;H&M
T-Shirt mit Druck;http://www.hm.com/de/product/49330?article=49330-C;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0394674 003 65 4312.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6VS_0160_020R.jpg]&set=key[rotate],value[0.8]&set=key[width],value[3939]&set=key[height],value[4606]&set=key[x],value[575]&set=key[y],value[305]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;blau;l;men;H&M;H&M
T-Shirt mit Druck;http://www.hm.com/de/product/49330?article=49330-F;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0394674 006 31 4987.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/7BR_0016_010R.jpg]&set=key[rotate],value[-0.15]&set=key[width],value[3921]&set=key[height],value[4585]&set=key[x],value[543]&set=key[y],value[215]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;weiss;l;men;H&M;H&M
T-Shirt mit Druck;http://www.hm.com/de/product/49330?article=49330-J;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0394674 013 12 4195.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6VS_0158_019R.jpg]&set=key[rotate],value[-1.7]&set=key[width],value[3553]&set=key[height],value[4155]&set=key[x],value[780]&set=key[y],value[447]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;weiss;l;men;H&M;H&M
Tanktop mit Druck;http://www.hm.com/de/product/49295?article=49295-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0394693 001 16 4407.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6VS_0149_005R.jpg]&set=key[rotate],value[0.15]&set=key[width],value[3517]&set=key[height],value[4112]&set=key[x],value[834]&set=key[y],value[281]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;schwarz;l;men;H&M;H&M
Tanktop mit Druck;http://www.hm.com/de/product/49295?article=49295-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/D00 0394693 002 64 4489.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6VS_0148_021R.jpg]&set=key[rotate],value[0.55]&set=key[width],value[3778]&set=key[height],value[4418]&set=key[x],value[742]&set=key[y],value[431]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;weiss;l;men;H&M;H&M
